dt,x,y,position,velocity,acceleration,jerk,heading
0.005,31.9899,9.9700,0.0001,0.0250,5.0000,0.0000,3.1416
0.005,31.9896,9.9700,0.0004,0.0500,5.0000,0.0000,3.1416
0.005,31.9892,9.9700,0.0007,0.0750,5.0000,0.0000,3.1416
0.005,31.9887,9.9700,0.0012,0.1000,5.0000,0.0000,3.1416
0.005,31.9881,9.9700,0.0019,0.1250,5.0000,0.0000,3.1416
0.005,31.9874,9.9700,0.0026,0.1500,5.0000,0.0000,3.1416
0.005,31.9865,9.9700,0.0035,0.1750,5.0000,0.0000,3.1416
0.005,31.9855,9.9700,0.0045,0.2000,5.0000,0.0000,3.1416
0.005,31.9844,9.9700,0.0056,0.2250,5.0000,0.0000,3.1416
0.005,31.9831,9.9700,0.0069,0.2500,5.0000,0.0000,3.1416
0.005,31.9817,9.9700,0.0082,0.2750,5.0000,0.0000,3.1416
0.005,31.9802,9.9700,0.0097,0.3000,5.0000,0.0000,3.1416
0.005,31.9786,9.9700,0.0114,0.3250,5.0000,0.0000,3.1416
0.005,31.9769,9.9700,0.0131,0.3500,5.0000,0.0000,3.1416
0.005,31.9750,9.9700,0.0150,0.3750,5.0000,0.0000,3.1416
0.005,31.9730,9.9700,0.0170,0.4000,5.0000,0.0000,3.1416
0.005,31.9709,9.9700,0.0191,0.4250,5.0000,0.0000,3.1416
0.005,31.9686,9.9700,0.0214,0.4500,5.0000,0.0000,3.1416
0.005,31.9662,9.9700,0.0237,0.4750,5.0000,0.0000,3.1416
0.005,31.9637,9.9700,0.0263,0.5000,5.0000,0.0000,3.1416
0.005,31.9611,9.9700,0.0289,0.5250,5.0000,0.0000,3.1416
0.005,31.9584,9.9700,0.0316,0.5500,5.0000,0.0000,3.1416
0.005,31.9555,9.9700,0.0345,0.5750,5.0000,0.0000,3.1416
0.005,31.9525,9.9700,0.0375,0.6000,5.0000,0.0000,3.1416
0.005,31.9494,9.9700,0.0406,0.6250,5.0000,0.0000,3.1416
0.005,31.9461,9.9700,0.0439,0.6500,5.0000,0.0000,3.1416
0.005,31.9427,9.9700,0.0473,0.6750,5.0000,0.0000,3.1416
