dt,x,y,position,velocity,acceleration,jerk,heading
0.005,32.3299,-10.0500,0.0001,0.0250,5.0000,0.0000,3.1416
0.005,32.3296,-10.0500,0.0004,0.0500,5.0000,0.0000,3.1416
0.005,32.3293,-10.0500,0.0007,0.0750,5.0000,0.0000,3.1416
0.005,32.3287,-10.0500,0.0013,0.1000,5.0000,0.0000,3.1416
0.005,32.3281,-10.0500,0.0019,0.1250,5.0000,0.0000,3.1416
0.005,32.3274,-10.0500,0.0026,0.1500,5.0000,0.0000,3.1416
0.005,32.3265,-10.0500,0.0035,0.1750,5.0000,0.0000,3.1416
0.005,32.3255,-10.0500,0.0045,0.2000,5.0000,0.0000,3.1416
0.005,32.3244,-10.0500,0.0056,0.2250,5.0000,0.0000,3.1416
0.005,32.3231,-10.0500,0.0069,0.2500,5.0000,0.0000,3.1416
0.005,32.3218,-10.0500,0.0082,0.2750,5.0000,0.0000,3.1416
0.005,32.3203,-10.0500,0.0097,0.3000,5.0000,0.0000,3.1416
0.005,32.3186,-10.0500,0.0114,0.3250,5.0000,0.0000,3.1416
0.005,32.3169,-10.0500,0.0131,0.3500,5.0000,0.0000,3.1416
0.005,32.3150,-10.0500,0.0150,0.3750,5.0000,0.0000,3.1416
0.005,32.3130,-10.0500,0.0170,0.4000,5.0000,0.0000,3.1416
0.005,32.3109,-10.0500,0.0191,0.4250,5.0000,0.0000,3.1416
0.005,32.3086,-10.0500,0.0214,0.4500,5.0000,0.0000,3.1416
0.005,32.3062,-10.0500,0.0238,0.4750,5.0000,0.0000,3.1416
0.005,32.3038,-10.0500,0.0263,0.5000,5.0000,0.0000,3.1416
0.005,32.3011,-10.0500,0.0289,0.5250,5.0000,0.0000,3.1416
0.005,32.2984,-10.0500,0.0316,0.5500,5.0000,0.0000,3.1416
0.005,32.2955,-10.0500,0.0345,0.5750,5.0000,0.0000,3.1416
0.005,32.2925,-10.0500,0.0375,0.6000,5.0000,0.0000,3.1416
0.005,32.2894,-10.0500,0.0406,0.6250,5.0000,0.0000,3.1416
0.005,32.2861,-10.0500,0.0439,0.6500,5.0000,0.0000,3.1416
0.005,32.2828,-10.0500,0.0473,0.6750,5.0000,0.0000,3.1416
0.005,32.2792,-10.0500,0.0508,0.7000,5.0000,0.0000,3.1416
0.005,32.2756,-10.0500,0.0544,0.7250,5.0000,0.0000,3.1416
0.005,32.2719,-10.0500,0.0581,0.7500,5.0000,0.0000,3.1416
0.005,32.2680,-10.0500,0.0620,0.7750,5.0000,0.0000,3.1416
0.005,32.2640,-10.0500,0.0660,0.8000,5.0000,0.0000,3.1416
0.005,32.2599,-10.0500,0.0701,0.8250,5.0000,0.0000,3.1416
0.005,32.2556,-10.0500,0.0744,0.8500,5.0000,0.0000,3.1416
0.005,32.2512,-10.0500,0.0788,0.8750,5.0000,0.0000,3.1416
0.005,32.2467,-10.0500,0.0833,0.9000,5.0000,0.0000,3.1416
0.005,32.2421,-10.0500,0.0879,0.9250,5.0000,0.0000,3.1416
0.005,32.2374,-10.0500,0.0926,0.9500,5.0000,0.0000,3.1416
0.005,32.2325,-10.0500,0.0975,0.9750,5.0000,0.0000,3.1416
0.005,32.2275,-10.0500,0.1025,1.0000,5.0000,0.0000,3.1416
0.005,32.2224,-10.0500,0.1076,1.0250,5.0000,0.0000,3.1416
0.005,32.2171,-10.0500,0.1129,1.0500,5.0000,0.0000,3.1416
0.005,32.2117,-10.0500,0.1183,1.0750,5.0000,0.0000,3.1416
0.005,32.2062,-10.0500,0.1238,1.1000,5.0000,0.0000,3.1416
0.005,32.2006,-10.0500,0.1294,1.1250,5.0000,0.0000,3.1416
0.005,32.1949,-10.0500,0.1351,1.1500,5.0000,0.0000,3.1416
0.005,32.1890,-10.0500,0.1410,1.1750,5.0000,0.0000,3.1416
0.005,32.1830,-10.0500,0.1470,1.2000,5.0000,0.0000,3.1416
